id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
5900224,Walk to the best spots in Seattle!,29824474,Rachael,Downtown,Belltown,47.61431,-122.34726,Entire home/apt,140,3,183,2019-09-08,3.42,1,150
5905958,Relax in the Heart of Fremont,2661374,Rachel,Other neighborhoods,Fremont,47.65093,-122.34625,Entire home/apt,95,1,7,2015-10-18,0.14,1,0
5918741,Historic downtown studio (+parking),17225510,Jk,Downtown,Belltown,47.61372,-122.34464,Entire home/apt,99,2,283,2019-09-06,5.37,1,114
5919096,Ballard Victorian 900 sq ft apt,53050,Robert,Ballard,Adams,47.67142,-122.38539,Entire home/apt,129,5,24,2019-06-23,0.45,1,243
5956968,Studio unit w/ private entrance in a 1920s mansion,326758,Andrew,Queen Anne,West Queen Anne,47.63053,-122.36617,Entire home/apt,3000,2,42,2018-10-07,0.81,1,365
5968862,Charming Craftsman in Ballard,25602333,Casey & Anne,Ballard,Whittier Heights,47.68702,-122.37321,Entire home/apt,200,2,1,2015-06-27,0.02,1,0
5969069,"Urban oasis, perfect for dog owners",13240442,Adam,Capitol Hill,Stevens,47.6238,-122.30212,Entire home/apt,125,4,33,2019-08-29,0.62,2,30
5978160,Cozy Roosevelt Getaway,4784535,Diana And Brian,Other neighborhoods,Roosevelt,47.67787,-122.31594,Entire home/apt,80,2,128,2019-08-26,2.96,1,229
5978216,"Lg-Rm for 5, View, Easy to airport & downtown",31036041,Marlee,West Seattle,Gatewood,47.54571,-122.3818,Private room,58,2,197,2019-09-01,3.66,3,17
5978498,1914 Stunner View Ocean Mountain,31037494,Silvia,Queen Anne,West Queen Anne,47.64063,-122.37271,Entire home/apt,175,108,19,2016-08-30,0.37,1,264
5980730,Spacious Remodled Attic in U Village/UW,3074414,Melissa,Other neighborhoods,Ravenna,47.66538,-122.29721,Private room,69,1,6,2019-07-21,0.12,53,356
5991734,Quiet Seattle Cottage Nestled in the Trees,23169254,Jessica,West Seattle,North Admiral,47.57587,-122.39843,Entire home/apt,100,1,213,2019-09-07,4.04,1,145
6002165,Newly Remodeled (5B/3Ba) by Alki Beach & Downtown,4634468,Amy,West Seattle,Alki,47.56598,-122.39971,Entire home/apt,510,2,12,2019-08-16,0.23,1,85
6006900,A room near UW village,30745896,Zhehai,University District,University District,47.66453,-122.30445,Entire home/apt,40,1,0,,,1,0
6032726,Lovely spacious home in Seattle,31032387,Susan,Capitol Hill,Broadway,47.62705,-122.31954,Entire home/apt,700,3,61,2019-08-04,1.15,1,364
6043482,1 Room in Beautiful Fremont,4694909,Kevin,Other neighborhoods,Fremont,47.65774,-122.34992,Private room,50,1,1,2015-05-12,0.02,1,0
6066570,Classic Beautiful Seattle Home,28710626,David,Capitol Hill,Stevens,47.62883,-122.30541,Entire home/apt,750,5,3,2016-07-24,0.06,1,0
6074312,Balcony room with Lake & Mt. Views,12796487,Shannon,Capitol Hill,Stevens,47.6192,-122.30939,Private room,125,2,16,2019-08-05,0.32,12,9
6076158,Barn 11 : Walk to Downtown Seattle,31509,David,Capitol Hill,Broadway,47.61861,-122.3197,Entire home/apt,159,5,201,2019-09-13,3.78,6,123
6078397,Tiny House in Seattle,31551373,Tipsy The Tiny,West Seattle,Genesee,47.56491,-122.3961,Entire home/apt,140,1,460,2019-09-17,11.72,1,329
6079216,Window with a view of Seattle's,4570545,Tony,Capitol Hill,Broadway,47.61745,-122.32678,Entire home/apt,220,1,13,2017-12-07,0.26,1,0
6079581,Sunny West Seattle Home,12092874,Craig And Sarah,West Seattle,Genesee,47.56848,-122.3818,Entire home/apt,185,4,13,2019-08-16,0.74,1,1
6087451,"Spacious, Modern Studio in Fremont",19598332,Reid,Other neighborhoods,Fremont,47.6559,-122.36102,Entire home/apt,114,1,341,2019-09-21,6.37,2,347
6091789,Big Family Friendly House in Central Seattle,6367857,Dan,Central Area,Minor,47.60848,-122.31069,Entire home/apt,275,4,4,2019-07-07,0.08,1,0
6101613,Charming Seattle Lake View House,10283735,Mayza,Lake City,Cedar Park,47.71803,-122.28333,Entire home/apt,199,2,37,2019-08-09,0.77,5,331
6108006,Park and Lake View Apartment,13774169,Peach,Seward Park,Seward Park,47.55582,-122.26535,Entire home/apt,127,3,137,2019-09-10,2.62,2,0
6115704,Downtown 2BR 2BA Waterview Condo,31730119,Alex,Downtown,Central Business District,47.60815,-122.33823,Entire home/apt,290,6,55,2018-07-26,1.04,1,264
6115807,Spacious 3BR/2BA  Family Home,13566271,Gene & Shannon,Queen Anne,East Queen Anne,47.63787,-122.35306,Entire home/apt,350,30,93,2019-09-02,1.82,3,365
6117473,Seattle TREEHOUSE & Homestead,4193,Jessica,Rainier Valley,Dunlap,47.52976,-122.2757,Private room,20,30,107,2019-08-11,2.05,2,365
6119821,Twin Bed in Shared Dorm @ Pike Place Hostel,31751507,Rex,Downtown,Pike-Market,47.60908,-122.34011,Hotel room,39,1,259,2019-09-16,4.89,3,253
6127974,Heart of Phinney Studio - King Bed!,31659671,Michael,Other neighborhoods,Phinney Ridge,47.68065,-122.35416,Entire home/apt,88,3,176,2019-09-06,3.29,2,164
6133078,No Car Needed,21943646,Rainy,Central Area,Minor,47.60336,-122.30606,Private room,66,3,153,2019-09-02,3.96,1,61
6133354,Awesome Studio In Heart of Seattle,13042181,Kim,Central Area,Mann,47.61868,-122.29617,Entire home/apt,67,2,233,2019-09-19,4.37,1,334
6134153,2BR Apt in Lovely Queen Anne Home,13566271,Gene & Shannon,Queen Anne,East Queen Anne,47.63785,-122.35359,Entire home/apt,200,30,83,2019-08-29,1.60,3,365
6134382,"New, Bright, Modern in W. Seattle",20695413,Harry,West Seattle,Gatewood,47.54351,-122.38472,Private room,100,1,250,2019-09-09,4.67,2,354
6153532,Industrial Chic Ensuite Cottage,2334189,Tracy,Ballard,Whittier Heights,47.68891,-122.36877,Entire home/apt,112,2,156,2019-09-02,2.99,1,75
6156790,"Amazing 1 bedroom, Heart of Seattle!!!",20493911,Kevin,Downtown,Belltown,47.61414,-122.34314,Entire home/apt,180,1,258,2019-09-12,7.67,10,215
6166307,"Modern, Green, Sleek and Thoughtful",7488822,Bernard,Other neighborhoods,Greenwood,47.69251,-122.36466,Entire home/apt,120,1,171,2019-09-12,3.22,1,63
6168769,Peaceful one bedroom Retreat,1747753,Annette,Beacon Hill,North Beacon Hill,47.57982,-122.30688,Entire home/apt,84,2,51,2019-08-18,1.05,1,344
6168975,Admire Lake Views from the Sun Deck at a Spacious Retreat,32005391,Veronica,Seward Park,Seward Park,47.56278,-122.27192,Entire home/apt,188,2,126,2019-09-01,2.42,1,144
6169489,Casa de Chet,32008173,Amanda,Other neighborhoods,Fremont,47.6522,-122.34752,Entire home/apt,95,1,0,,,1,0
6183330,Tiny Log Home on Beacon Hill just 2 miles from CBD,32069664,Jessica,Beacon Hill,Mid-Beacon Hill,47.56583,-122.31492,Entire home/apt,100,2,135,2019-08-31,2.69,1,347
6187841,Best Location Downtown - Beautiful!,4160438,Evan,Downtown,Belltown,47.61518,-122.34693,Entire home/apt,299,7,26,2019-08-31,0.49,1,363
6202214,Cozy 1BD Apartment in Wallingford.,7556974,Peggy,Other neighborhoods,Wallingford,47.65164,-122.33862,Entire home/apt,134,3,94,2019-08-31,1.78,1,72
6202985,Welcome...A private space for you!,32169894,Laurie,Other neighborhoods,View Ridge,47.67912,-122.26878,Entire home/apt,90,1,78,2019-09-09,2.29,1,341
6209191,"Beautiful home, best in-city neighborhood",32197370,Michael,Central Area,Madrona,47.61751,-122.29202,Private room,95,21,8,2016-11-27,0.15,1,0
6214517,Chic 1 Bed with Lake and UW Campus View,9555983,Dennis,Capitol Hill,Portage Bay,47.65028,-122.31919,Entire home/apt,160,2,172,2019-09-03,3.31,2,339
6215199,"Bright, quiet house w/ city access",32232694,Ben,Other neighborhoods,Greenwood,47.69862,-122.34634,Entire home/apt,150,3,17,2019-07-16,0.33,1,0
6216116,Beautiful Space Needle/Skyline View,32238651,Michael,Capitol Hill,Broadway,47.62108,-122.3268,Entire home/apt,100,3,55,2018-05-20,1.04,1,0
6218849,Jesuit Seattle university washington walk bike bus,28379912,Daniel James,Other neighborhoods,Ravenna,47.68018,-122.30977,Private room,30,30,35,2019-08-02,0.67,11,154
6222790,Cozy get-away in the city...,2318574,Annie,Other neighborhoods,Fremont,47.65692,-122.34656,Entire home/apt,94,30,26,2019-07-19,0.50,3,352
6227360,Farmhouse Penthouse,8957443,Marisa & Tony,Other neighborhoods,Roosevelt,47.67998,-122.31907,Entire home/apt,265,2,0,,,1,0
6245498,Quaint Ballard Bungalow,32426630,Kevin,Ballard,Whittier Heights,47.68073,-122.37184,Entire home/apt,112,2,181,2019-09-16,3.42,1,300
6248083,"LUXURY -- ""THE""  Post Card View Too",16255476,Ken,Queen Anne,Lower Queen Anne,47.62909,-122.35918,Entire home/apt,615,2,68,2019-09-13,1.33,3,351
6249164,Single @ Seattle Artists' Residence,780837,Judith,Rainier Valley,Rainier Beach,47.51637,-122.25995,Private room,39,2,94,2019-08-31,1.80,2,0
6262987,Greenlake Guest Bedroom (house to yourself),32546254,Sierra,Other neighborhoods,Green Lake,47.67491,-122.32524,Entire home/apt,100,1,13,2018-07-29,0.25,2,0
6263153,4 Bedroom In Madrona Neighborhood,924853,David,Central Area,Madrona,47.61584,-122.29039,Entire home/apt,325,3,7,2016-08-07,0.14,1,0
6263270,Modern Condo in Belltown,32099252,Kristin,Downtown,Belltown,47.61438,-122.34892,Entire home/apt,140,2,65,2019-09-06,1.31,1,288
6272065,Cosy Central District room,15436286,Kati,Central Area,Mann,47.61298,-122.30147,Private room,65,1,12,2015-09-23,0.23,1,0
6278181,3 bdrm Craftsman home on Greenlake,32546254,Sierra,Other neighborhoods,Green Lake,47.67478,-122.32462,Entire home/apt,225,1,10,2018-06-25,0.20,2,0
6278216,Vintage Apt in Heart of CapitolHill,32532664,Isaiah,Capitol Hill,Broadway,47.61502,-122.32306,Entire home/apt,175,2,12,2016-01-10,0.23,1,0
6288101,Modern Luxury on Capitol Hill,1121532,Kellie,Capitol Hill,Broadway,47.62225,-122.32379,Entire home/apt,99,1,22,2019-09-02,1.42,7,326
6290509,"Modern, Sophisticated, 1 Bedroom",27189459,Fremont,Other neighborhoods,Fremont,47.65295,-122.347,Entire home/apt,109,2,28,2019-07-13,0.63,4,34
6304139,"Apt in Bryant, near UW &Children's",32552913,P.H.,Other neighborhoods,Bryant,47.68119,-122.28926,Entire home/apt,95,3,14,2016-09-22,0.27,1,0
6305798,Capitol Hill 2BR Apartment,32276233,Gretchen,Capitol Hill,Broadway,47.62596,-122.3178,Entire home/apt,134,2,1,2015-05-25,0.02,1,0
6306420,2 BDRM Apt in Cap Hill - 750 sq ft,7219180,Julie,Capitol Hill,Broadway,47.62446,-122.32359,Entire home/apt,500,2,5,2015-09-28,0.10,2,4
6314486,Beautiful condo for work and play.,3303221,Alykhan,Capitol Hill,Broadway,47.61366,-122.31587,Entire home/apt,98,30,26,2019-05-24,0.49,1,269
6315435,Spacious 2BR-2 Bath Belltown Condo & Free Parking,74305,Seattle Oasis,Downtown,Belltown,47.61498,-122.34887,Entire home/apt,185,1,76,2019-09-03,1.46,53,124
6315614,Queen Anne Comfort,27215994,Jonathan,Queen Anne,East Queen Anne,47.62939,-122.34592,Entire home/apt,109,1,0,,,1,0
6327662,Cute Bungalow w/ Private Apartment,32932119,Tori,Other neighborhoods,Bitter Lake,47.70565,-122.35218,Entire home/apt,85,3,19,2019-06-30,0.38,2,300
6328073,Bright Home in Amazing Neighborhood,15980816,Emily And Chris,Rainier Valley,Columbia City,47.56237,-122.28487,Entire home/apt,125,2,2,2015-07-18,0.04,1,0
6328923,Cozy Private 1BR Oasis,32940818,Joe,Capitol Hill,Broadway,47.62203,-122.31635,Private room,89,1,31,2016-11-21,0.59,4,342
6358529,Swedish Houseboat—heart of Seattle!,33124681,Cheryl,Capitol Hill,Portage Bay,47.64632,-122.31631,Entire home/apt,100,30,49,2019-09-02,0.94,1,173
6360895,Steps from lively Georgetown ★ Sleeps 6 ★ Parking,3163979,BeckyJo,Beacon Hill,Mid-Beacon Hill,47.55402,-122.31755,Entire home/apt,115,2,207,2019-09-18,3.96,1,127
6361863,Located in the heart of Queen Anne,25150356,Kurt & Anna,Queen Anne,West Queen Anne,47.63752,-122.36081,Entire home/apt,99,2,94,2017-08-20,1.77,2,0
6362362,Charming home on Queen Anne,33147763,Tracy,Queen Anne,West Queen Anne,47.63852,-122.36958,Entire home/apt,400,5,1,2015-07-20,0.02,1,0
6362918,Gorgeous Downtown Studio with Great Street Views!,20493911,Kevin,Downtown,Belltown,47.61228,-122.34378,Entire home/apt,165,1,362,2019-09-19,6.84,10,41
6363779,Perfect Location on Lake Union,13370163,Zach,Cascade,Eastlake,47.63754,-122.32739,Private room,195,2,2,2015-06-23,0.04,1,0
6364753,Fun Loft Style Home,1890330,Kristjan,Other neighborhoods,Greenwood,47.69125,-122.36118,Entire home/apt,175,4,4,2015-06-28,0.08,1,0
6365330,Cozy Home Near Lake Union & UW,4540222,Stina,Other neighborhoods,Wallingford,47.6534,-122.32953,Entire home/apt,180,3,120,2019-09-16,2.27,1,185
6376139,Modern 1 BD Madison Valley Apartment w/ back yard,8280295,Zachary,Central Area,Harrison/Denny-Blaine,47.62004,-122.29365,Entire home/apt,115,2,91,2019-09-19,2.28,1,265
6376952,Beach House in the City - Great Views and Location,33236866,Jonathon,Other neighborhoods,North Beach/Blue Ridge,47.70432,-122.38179,Entire home/apt,390,4,28,2019-08-26,0.55,1,12
6386210,Arboretum/ UW Seattle 4BR House,7118717,Karen,Capitol Hill,Montlake,47.64003,-122.2985,Entire home/apt,400,2,10,2016-09-05,0.19,1,0
6387576,Charming Private 1BR Oasis,32940818,Joe,Capitol Hill,Broadway,47.62205,-122.3156,Private room,89,1,121,2019-09-06,2.28,4,343
6387839,"sweet, cute,cozy room in Seattle",32132489,Wenya,University District,University District,47.65747,-122.32165,Private room,40,1,0,,,1,0
6389657,Cute little Seattle Studio!,2052160,Ruth,Queen Anne,West Queen Anne,47.63462,-122.35802,Entire home/apt,147,3,90,2019-09-04,1.77,1,49
6389721,This space is no longer available,11884158,Jodi,Other neighborhoods,Greenwood,47.68988,-122.35586,Entire home/apt,125,1,0,,,1,0
6391711,Betchin' Balcony Bunk,26380561,Jessica,Queen Anne,Lower Queen Anne,47.62738,-122.34754,Shared room,98,2,0,,,1,0
6392029,Urban cozy apartment in Fremont.,7719433,Ashton,Other neighborhoods,Fremont,47.65372,-122.34742,Entire home/apt,136,1,1,2015-08-12,0.02,1,0
6400000,Cozy 1BR/1BA Apartment,13566271,Gene & Shannon,Queen Anne,East Queen Anne,47.63893,-122.35629,Entire home/apt,160,30,40,2019-08-19,0.77,3,365
6400379,"Private, Quiet room close to SPU",26130164,Alex,Queen Anne,North Queen Anne,47.64353,-122.36083,Private room,74,2,110,2018-10-14,2.11,3,0
6403104,Long Term or Homestay: Private Bath,18478539,Elizabeth,Other neighborhoods,Crown Hill,47.69179,-122.36896,Private room,42,11,12,2019-09-05,0.23,2,333
6411259,Private Suite w/ Separate Entrance,15565015,Jenna  & Dolphy,Other neighborhoods,Greenwood,47.68555,-122.35142,Private room,63,2,173,2019-09-03,3.31,1,63
6422876,"3BR Bungalow, walk to Green Lake, UW, Whole Foods",2487471,Guru,University District,University District,47.67046,-122.31923,Entire home/apt,129,3,0,,,1,0
6423204,Charming 1919 cottage in central Ballard,33367198,Mark And Marti,Ballard,Adams,47.67156,-122.3827,Entire home/apt,120,3,198,2019-09-13,3.75,1,42
6424859,Capitol Hill - Quiet & Great Location,13309620,Craig,Capitol Hill,Broadway,47.62297,-122.31891,Private room,139,3,221,2019-09-12,4.19,1,320
6424982,Peaceful Queen Anne Getaway-Great Location!!!!,33524725,Ruth,Queen Anne,West Queen Anne,47.6314,-122.36769,Private room,80,2,277,2019-09-10,5.27,1,342
6436772,Spacious 4 BR/2.5 BA Family Home,33601572,Bill,West Seattle,North Admiral,47.57121,-122.39205,Entire home/apt,376,2,11,2018-08-20,0.21,1,264
6438099,Private room w private bath n Patio,10283735,Mayza,Northgate,Haller Lake,47.71542,-122.33078,Private room,49,5,1,2016-09-22,0.03,5,363
6438518,Woodland Park 2-bedroom suite,32377507,Hugo,Other neighborhoods,Fremont,47.66409,-122.34835,Entire home/apt,125,1,247,2019-09-03,4.75,3,162
6445769,1000 sq ft Modern Lower-level Apt,2593671,Eric,Other neighborhoods,Greenwood,47.684,-122.36359,Entire home/apt,120,2,187,2019-09-02,3.55,1,160
6451305,A Walkers Paradise in Capitol Hill!,6807326,Jenny,Central Area,Minor,47.6096,-122.31644,Entire home/apt,259,2,245,2019-09-09,4.69,2,155
6452801,Private 2 BR OASIS,32940818,Joe,Capitol Hill,Broadway,47.61994,-122.31834,Entire home/apt,179,1,81,2019-08-25,1.54,4,343
6475289,Modern luxury unit near downtown,25520296,Craig And John,Central Area,Leschi,47.59794,-122.29293,Entire home/apt,149,3,124,2019-09-09,2.40,1,227
6479027,Beautiful West Seattle private room and bath,1939746,Justine,Delridge,Highland Park,47.52945,-122.34698,Private room,50,1,31,2019-06-10,0.60,1,218
6481695,Private 1 BR Oasis,32940818,Joe,Capitol Hill,Broadway,47.62035,-122.31703,Entire home/apt,119,1,78,2019-09-02,1.89,4,342
6481764,Beautiful Craftsman home in Ballard,33271187,Jared,Ballard,Loyal Heights,47.68669,-122.3914,Entire home/apt,220,5,12,2015-09-02,0.23,1,0
6490453,Northwest Charm - Green Lake Area,4540636,Tri,Other neighborhoods,Green Lake,47.67634,-122.32959,Entire home/apt,120,3,29,2018-07-06,0.56,1,264
6492880,Retro Greenlake 2-Story 1 Bedroom Apartment,5040298,Bev,Other neighborhoods,Wallingford,47.67164,-122.32528,Entire home/apt,85,1,149,2019-09-08,2.84,1,213
6494181,"2BD, 1.5 Bath View Penthouse",14980831,Rebecca,Downtown,First Hill,47.61247,-122.33005,Entire home/apt,235,3,96,2019-09-14,1.85,8,210
6495424,Modern View in North Ballard,33953025,John,Other neighborhoods,North Beach/Blue Ridge,47.69834,-122.38672,Private room,115,1,7,2016-09-28,0.15,1,356
6528342,Group / family home for Christmas,13208087,Bryce,Other neighborhoods,View Ridge,47.67787,-122.27183,Entire home/apt,244,3,1,2015-08-11,0.02,1,0
6537432,Exquisite View Home in Capitol Hill,34189648,Tara,Capitol Hill,Montlake,47.63767,-122.3153,Entire home/apt,515,3,7,2019-08-04,0.19,1,105
6539451,"5bdr-15min Downtown Seattle, Waterfront, Airport",34200049,Kay,Rainier Valley,Columbia City,47.56773,-122.29307,Entire home/apt,250,2,100,2019-09-22,3.43,1,52
6543683,1908 Craftsman - Sunporch Retreat,34219060,Cody,Capitol Hill,Portage Bay,47.64582,-122.3214,Private room,37,4,121,2019-08-17,2.34,3,0
6545517,"Modern, view, walk to lake!",34237741,Kymberly,Seward Park,Seward Park,47.55736,-122.27296,Entire home/apt,340,5,2,2016-08-08,0.04,1,0
6546748,Lake Washington View Home,29934463,Roger,Rainier Valley,Dunlap,47.52457,-122.26092,Entire home/apt,225,3,71,2019-08-24,1.36,1,282
6554352,Modern Home in West Seattle with Air Conditioning!,34279441,Scott,West Seattle,Gatewood,47.54058,-122.38654,Private room,99,1,114,2019-09-15,2.18,1,348
6555393,Lake Washington / Columbia City Apt,9520139,Emily,Seward Park,Seward Park,47.56277,-122.27285,Entire home/apt,99,5,60,2019-09-06,1.18,2,142
6558980,New Modern Townhome!,7219180,Julie,Central Area,Minor,47.61109,-122.31582,Entire home/apt,159,1,131,2019-09-09,2.57,2,3
6561379,Beacon Hill 2br with Park Views,34321359,Colin,Beacon Hill,North Beacon Hill,47.57177,-122.30832,Entire home/apt,144,2,19,2016-12-26,0.37,1,78
6562393,Queen Anne Oasis: Main House,34002693,Jeffrey,Queen Anne,North Queen Anne,47.64362,-122.36742,Entire home/apt,300,1,41,2019-08-08,0.80,3,0
6569950,Breathtaking Views Near City,34363282,Brad,Queen Anne,Lower Queen Anne,47.63165,-122.35784,Entire home/apt,140,2,14,2016-09-25,0.28,1,0
6575380,One bedroom with Lounge,34392395,Sam,Queen Anne,West Queen Anne,47.6343,-122.35706,Entire home/apt,125,2,36,2017-06-09,0.72,2,325
6576228,2BD in Peaceful Upper Queen Anne,34397733,Hannah,Queen Anne,North Queen Anne,47.65276,-122.36878,Entire home/apt,179,2,11,2016-08-02,0.21,1,0
6586480,Lincoln Park Gem  - West Seattle,28930932,Katherine,West Seattle,Gatewood,47.53803,-122.3956,Entire home/apt,225,2,7,2015-08-13,0.14,1,0
6592421,MODERN FREMONT 2bdrm VIEW!!  LOCATION!,27189459,Fremont,Other neighborhoods,Fremont,47.65491,-122.34545,Entire home/apt,139,2,55,2019-08-30,1.06,4,37
6603376,Architectural Retreat near University of Washington,17740302,Analisa,Lake City,Matthews Beach,47.70109,-122.27531,Entire home/apt,240,1,323,2019-09-08,6.15,1,111
6603410,Seattle Studio w/ Ocean View Balcony and Parking,8056060,James,Queen Anne,Lower Queen Anne,47.62527,-122.3665,Entire home/apt,99,30,15,2019-08-22,0.29,1,296
6612940,Lovely Private Garden Apartment,34605512,Linda,Other neighborhoods,Ravenna,47.674,-122.29358,Entire home/apt,129,3,30,2019-06-28,0.57,1,223
6621924,Hazel Heights Hideout,30049045,Tim And Christy,Other neighborhoods,Fremont,47.6542,-122.35999,Entire home/apt,114,21,65,2019-09-15,1.25,2,137
6623075,Cozy&stylish home @heart of Seattle,1999339,Stella,Central Area,Mann,47.61872,-122.30168,Private room,119,5,6,2018-06-20,0.12,1,363
6626493,Private Modern Beacon Hill Studio,15512043,Edward,Beacon Hill,Mid-Beacon Hill,47.54712,-122.30139,Entire home/apt,109,3,33,2017-08-13,0.64,1,0
6627129,Trailside Apartment,34409892,Tianliang,Other neighborhoods,Ravenna,47.66429,-122.30083,Entire home/apt,80,8,0,,,1,0
6629657,Private room in beautiful home,24212314,Kirsten,Other neighborhoods,Bitter Lake,47.71058,-122.35507,Private room,65,1,37,2019-09-02,0.71,3,178
6637899,Sweet Dreams Capitol Hill,26861553,Eileen,Capitol Hill,Stevens,47.62128,-122.30183,Private room,125,1,84,2019-09-15,1.61,1,330
6646985,"Room C 
Warm & Quite Single Bedroom",15984289,Julian,Beacon Hill,Mid-Beacon Hill,47.56082,-122.29564,Private room,35,1,433,2019-09-07,8.28,6,308
6647442,"Room B 
Lovely Queen Size Bedroom",15984289,Julian,Beacon Hill,Mid-Beacon Hill,47.5592,-122.29448,Private room,55,1,282,2019-09-15,5.44,6,330
6657574,Sunny Room in Quiet Neighborhood,20765151,Elizabeth,Other neighborhoods,Crown Hill,47.70348,-122.36984,Private room,60,2,37,2019-08-31,0.73,1,356
6660186,Quiet apt near Greenlake & downtown,34859303,Judy,Other neighborhoods,Greenwood,47.68927,-122.35414,Entire home/apt,90,2,117,2019-09-03,2.24,1,58
6670332,Peaceful Guesthouse in South Capitol Hill,20758898,Rob & Suzi,Central Area,Minor,47.60844,-122.31038,Entire home/apt,158,2,183,2019-09-17,3.55,1,125
6676926,"2 BR Ravenna Hideaway near UW, U Village",1691632,Lacy,Other neighborhoods,Ravenna,47.67545,-122.30142,Entire home/apt,150,60,154,2018-09-03,3.00,1,0
6678058,Private mother-in-law studio apt.,34953514,Jeffrey,Magnolia,Southeast Magnolia,47.64768,-122.39247,Entire home/apt,76,1,284,2019-09-17,5.54,1,139
6686072,Contemporary GreenLake Cottage (1BR King); Near UW,34994802,Marian,Other neighborhoods,Wallingford,47.6715,-122.32789,Entire home/apt,125,3,52,2019-09-13,1.01,1,313
6687395,West Seattle M-I-L Apartment,35001718,Tina,West Seattle,Genesee,47.56354,-122.37964,Entire home/apt,99,2,163,2019-09-15,4.23,1,147
6689259,Beautiful 2 bedroom duplex on Capitol Hill,24916371,Mc,Capitol Hill,Broadway,47.61602,-122.31405,Entire home/apt,130,1,266,2019-09-09,5.87,1,58
6690388,"Cheerful, quiet cottage",35017566,Diann,Lake City,Victory Heights,47.70303,-122.30455,Entire home/apt,71,2,90,2019-09-15,1.75,1,158
6694276,West Seattle/Alki Beach Urban Cottage 2 Bedrooms,3078136,Elizabeth,West Seattle,North Admiral,47.5867,-122.38744,Entire home/apt,232,1,214,2019-09-07,4.82,1,316
6704004,Bright Cityscape Condo Walking Distance from Pike Place,74305,Seattle Oasis,Downtown,Belltown,47.61522,-122.34908,Entire home/apt,169,2,56,2019-09-14,1.30,53,145
6704734,Brand New Modern 1Br inWallingford,35097157,You You,Other neighborhoods,Wallingford,47.66369,-122.32837,Entire home/apt,89,2,84,2019-08-25,1.85,1,353
6706377,Private Cottage,3252192,Danyale,Central Area,Mann,47.60847,-122.29685,Entire home/apt,73,2,6,2015-08-23,0.12,1,0
6707735,Charming Seattle basement apartment,1782420,Carolyn And James,Other neighborhoods,Wallingford,47.66437,-122.33064,Entire home/apt,120,1,286,2019-09-10,5.48,1,245
6714652,Private Studio in Charming Magnolia,16007710,Jon,Magnolia,Southeast Magnolia,47.64657,-122.38842,Entire home/apt,140,1,77,2019-09-15,1.51,1,351
6727729,The Wallingford Manor,5887608,Ryan & Taylor,Other neighborhoods,Wallingford,47.64785,-122.33608,Entire home/apt,150,2,5,2015-09-09,0.10,1,0
6728017,Fantastic modern home in Leschi,12237174,Chris,Central Area,Leschi,47.59526,-122.29721,Entire home/apt,389,3,2,2016-07-03,0.04,1,0
6728419,Cozy guest suite on lower level,17034883,Theresa,Other neighborhoods,Bryant,47.67234,-122.28329,Entire home/apt,95,1,269,2019-09-19,5.15,1,310
6729818,Cozy Seattle Bungalow,35242626,Michael,Other neighborhoods,Wedgwood,47.6967,-122.29577,Entire home/apt,175,1,0,,,1,0
6734621,"Quick access to sights,3.5br, 3.5ba, Free Parking",33515006,Andrew,Magnolia,Lawton Park,47.65103,-122.385,Entire home/apt,345,1,154,2019-09-02,2.96,1,257
6741135,Family Oasis with Stunning Views,28066144,Jeanne,Seward Park,Seward Park,47.54661,-122.26668,Entire home/apt,279,2,2,2015-08-19,0.04,1,0
6741526,Mathews Beach House,1891850,Bob,Lake City,Matthews Beach,47.69523,-122.27265,Entire home/apt,350,365,20,2017-08-21,0.39,1,89
6750430,Beautiful in lower cozy Queen Anne.,24940969,Jessie,Queen Anne,Lower Queen Anne,47.61989,-122.35329,Entire home/apt,165,3,20,2016-10-02,0.38,1,0
6761267,Cherry Hill Carriage House,35396029,Nick,Central Area,Minor,47.60677,-122.31344,Entire home/apt,90,2,264,2019-09-02,5.07,9,185
6762958,Modern Alaska Junction Remodel,2695710,Matt,West Seattle,Genesee,47.56048,-122.39364,Entire home/apt,200,1,19,2018-09-02,0.36,2,0
6768768,Rustic Spacious Sunny Cap Hill Apt,769622,Gil,Capitol Hill,Broadway,47.61482,-122.32506,Entire home/apt,140,2,32,2018-05-28,0.62,1,0
6773472,Great location in Downtown Seattle!,7728376,Jarad,Downtown,Central Business District,47.6072,-122.33096,Entire home/apt,140,3,19,2016-10-15,0.37,1,0
6779893,Beautiful Condo on Caphill,35492206,Matthew,Capitol Hill,Broadway,47.62319,-122.32722,Entire home/apt,250,1,14,2016-09-30,0.27,1,356
6780610,Fresh and Clean Hideaway on Westlake,12434610,Christi,Cascade,Westlake,47.63661,-122.34029,Entire home/apt,94,1,248,2019-01-01,7.09,2,0
6780615,Modern Oasis in Magnolia,5177328,Andrea,Magnolia,Southeast Magnolia,47.64002,-122.38816,Entire home/apt,125,2,104,2019-08-27,2.04,4,70
6782993,Sunny & Simple in Seattle,6033000,Logan,Lake City,Olympic Hills,47.72202,-122.30364,Private room,50,1,150,2019-09-16,2.89,3,178
